sentence_id,doc_id,actor,actor_type,context,date,post_chatgpt,sentence_text,annotator
ddfccb04-2f28-421b-87a7-2b0f13051e34,c26411c6-cce6-4934-8516-94d1623ac711,White House OSTP,policymaker,policy,2025-01-20,1,"September 26, 2023 Sep 26 2023 President Joe Biden joins the UAW picket line at the GM Willow Run Distribution Center, becoming the first sitting President to join a picket line.",A
ad779bc7-32d4-49a7-bd73-76b36254526f,20261b0d-9537-4b34-99cf-dec400b82f40,White House OSTP,policymaker,policy,2023-10-30,1,"(ii) The Secretary of Agriculture shall, within 180 days of the date of this order and as informed by the guidance issued pursuant to section 10.1(b) of this order, issue guidance to State, local, Tribal, and territorial public-benefits administrators on the use of automated or algorithmic sys- tems in implementing benefits or in providing customer support for benefit programs administered by the Secretary, to ensure that programs using those systems: (A) maximize program access for eligible recipients; (B) employ automated or algorithmic systems in a manner consistent with any requirements for using merit systems personnel in public-benefits programs; (C) identify instances in which reliance on automated or algorithmic systems would require notification by the State, local, Tribal, or territorial government to the Secretary; (D) identify instances when applicants and participants can appeal ben- efit determinations to a human reviewer for reconsideration and can receive other customer support from a human being; (E) enable auditing and, if necessary, remediation of the logic used to arrive at an individual decision or determination to facilitate the evalua- tion of appeals; and (F) enable the analysis of whether algorithmic systems in use by benefit programs achieve equitable outcomes.",A
2997509d-16b8-4515-9e2e-c06090951ce7,dd8684f9-a787-48a7-be73-37ab53d2ee6c,Google DeepMind,company,commercial,2021-01-26,0,"Resolution of these limitations requires new, sample-efficient methods.",A
1ca05588-a7d3-494c-afc5-73b7b02166e9,49a02d16-f065-4bdb-b51e-fa3c1254b9d3,Satya Nadella,individual,policy,2026-03-25,1,"They are the organizations people turn to first to support people as they develop new skills, find new pathways to employment, and stay connected to the systems that sustain them.",A
11434199-e764-41d5-a069-692aaaebd532,a216065a-db25-433d-9654-13aafc756e19,Sam Altman,individual,commercial,2019-01-24,0,"And unfortunately, the more ambitious you are, the more the world will try to tear you down.",A
69e14c12-59e1-4f89-b80b-5b73c16b9178,e327cab5-4a41-4422-8ea3-9d93025cd951,Dario Amodei,individual,policy,2023-09-12,1,There’s so much uncertainty.,A
4467be29-508f-4aa3-b7f6-9b7a3c2939f9,d2c10149-d9d2-4bf7-8e8b-ee136c75262b,White House OSTP,policymaker,policy,2024-11-17,1,New Cooperation Framework Agreement Between DFC and BNDES .,A
034b9b09-5de1-4092-9c0a-769ab7a5dddf,d9f6fb8d-7d89-4a70-8191-079196f45561,Jensen Huang,individual,commercial,2026-04-23,1,"Join this session to learn how ray tracing was used to create the visuals in the game, and how the developers at CD PROJEKT RED used extensive ray tracing techniques to bring the bustling Night City to life.",A
7f7ba141-a6f5-4bd6-bae3-24176ce3c614,39000b9f-f363-4f85-8aa9-7a0145dcf5c3,Sam Altman,individual,commercial,2015-03-03,0,"- Lord
Kelvin, ca.",A
17f47e04-1878-41ca-93e5-1b1513153a8f,e321440c-932c-437f-8d56-f7d503dea315,Anthropic,company,commercial,unknown,0,Most AI tools are built around the prompt.,A
727f4f8b-1d62-49a2-adf0-931ed2febfd1,daa477a2-3994-4c23-892e-97838479a27d,OpenAI,company,policy,2025-03-20,1,Please see the References section in both papers to learn more.,A
44cf79ea-3937-4586-ab74-2f586b83fad9,e327cab5-4a41-4422-8ea3-9d93025cd951,Dario Amodei,individual,policy,2023-09-12,1,So 19 people don’t work on that acre anymore.,A
4199e4bb-a60e-4cb0-ac61-d652801e5eb8,274a8f8b-0f2d-4334-8962-6cb2409f88e6,Meta AI,company,commercial,2025-09-11,1,"Social media is now India’s go-to destination for content, cutting across age groups, genres, and interests.",A
2ab262dc-8d15-4a53-bd6e-715da80a143c,f985fef5-527a-41a4-91a9-2cc03d18de22,Anthropic,company,public,unknown,0,"We are not sure whether Claude is a moral patient, and if it is, what kind of weight its interests warrant.",A
3ff6cdea-112a-45eb-8f0d-c753b609d822,faaa60ab-61d1-45e9-b338-9ae2cb0a60ac,Meta AI,company,commercial,2024-06-20,1,Modeling these sequences is key to understand disease mechanisms and is an active research area in computational biology.,A
3ff6a315-8107-4732-99a5-bbf3b357044f,83e65c2b-9a8b-4739-823e-1249a51f6176,OpenAI,company,commercial,2024-05-03,1,""",""description"":""View our Privacy Policy for details.",A
b1cc56a0-cfb4-49d2-a259-ee59f60d94a4,d2015969-2059-4ee2-98da-b80251834818,UK DSIT,policymaker,policy,unknown,0,"To realise the benefits of more capable AI, we need confidence that powerful systems will do what we intend, even in complex, high-stakes settings.",A
3efa54ed-08b4-40c4-8245-747c73157cdd,dc1bce7e-583e-4874-8a92-a7606d3cfae3,Microsoft,company,policy,2021-05-05,0,"Aided with tools and resources from Microsoft Learn and Microsoft Learn for Data Scientists, as well as eLearning modules and guidelines from the ODI, teams worked to identify innovative and realistic solutions to close the digital divide in education.",A
40c0176a-cf7e-42da-af13-093007d156cd,e0401f95-c9e1-4597-a58d-72415efe3da2,Dario Amodei,individual,public,2024-10-01,1,"↩ 8 This learning can include temporary, in-context learning, or traditional training; both will be rate-limited by the physical world.",A
0f1a440b-82ca-4dcc-ad33-861d6261acec,515f84b4-cd3e-49fc-9516-eccf21be7792,Google DeepMind,company,commercial,2019-08-09,0,"Second, to study agent behaviour through their performance on these shared benchmarks.",A
936ae25f-6661-4f68-8ab7-4fb49b845357,da9ca697-3d02-4325-afb4-9f842f2173fd,Mark Zuckerberg,individual,public,2026-04-29,1,"So we're trying to anchor our north star on the product value that people report to us, what they say that they want, and what their revealed preferences are, and using the experiences that we have.",A
08c9595b-6a8a-42ff-b842-42f3b7ce4d0f,dee4b086-16bb-4b12-b4d5-5927e2473d11,Google DeepMind,company,commercial,2025-07-29,1,The embeddings generated by AlphaEarth Foundations are the only to consistently outperform a suite of other well-known/widely accepted featurization approaches tested on a diverse set of mapping evaluations without re-training.,A
69d69755-2f48-467c-9a50-9bc922a89242,915f2145-2cd3-40cc-9354-321267f7f9e5,Anthropic,company,commercial,unknown,0,We also announced AUD$3 million in partnerships with leading Australian research institutions to use Claude to improve disease diagnosis and treatment and support computer science education and research.,A
68558b50-f295-4e70-9623-8c816e3a3c74,0d3b3e84-1a25-41eb-9296-f85022091599,Microsoft,company,policy,2021-01-28,0,But over the next decade we will act in accordance with what we think needs to be done today to create the world we need to be operating in by 2030.,A
d7dd3926-57a6-499c-8d3f-390c983912c9,1dca29fc-b7a8-447f-91ea-74031705ae79,Dario Amodei,individual,public,2024-11-11,1,I felt the same way when I was an advocate of the scaling hypothesis within the AI field itself and others didn’t get it.,A
402a8293-8bdb-4b3e-b37e-e534e7d30142,9f013d89-713d-4bd7-ad0a-a4003de3a217,Jensen Huang,individual,public,2026-03-23,1,"All of a sudden, one year later, you’re looking at a Vera Rubin rack.",A
e6abd432-ec35-4879-92ae-a61c999cd0f0,b19b2b1a-c7cf-4838-b027-ee9f8ffbe072,UK DSIT,policymaker,policy,2025-12-16,1,4.3.5 - Data completeness and representativeness The data used for training is a subset of the full data set; e.g.,A
01c2a728-49e3-48cc-b258-b0d687223750,a51596bd-8fc1-483a-ac0f-fe9f321be760,OpenAI,company,commercial,2025-01-24,1,Detection is challenging .,A
eaf05114-3f3c-461d-bebb-1e02c9108a35,ccf34ab5-78e1-4802-901d-ed5d86970c67,UK DSIT,policymaker,policy,unknown,0,"All of these methods encourage the model to generate more accurate responses, as well as follow more effective and efficient sequences of actions, compared to a simple query.",A
cfe52892-4dee-4224-bbd1-232f8706de2f,ed2e7ac8-f895-4e05-8019-44beb3c6c5fe,OpenAI,company,commercial,2025-10-30,1,Thatâs why weâve built our most advanced image generator yet into GPTâ4o.,A
90790432-bd56-41a3-bdd1-9fa908233c43,c33ba210-b489-4479-89a0-6127932f9bcc,Microsoft,company,policy,2021-10-07,0,China is also using its intelligence gathering for a variety of purposes.,A
d436b181-6128-44f1-85a8-3024ecc96af7,e0401f95-c9e1-4597-a58d-72415efe3da2,Dario Amodei,individual,public,2024-10-01,1,"And as with some of the other challenges, we will likely have to fight to get a good outcome here: exploitative or dystopian directions are clearly also possible and have to be prevented.",A
4c267a43-74f0-482d-99af-218090c7525d,b3796fe4-9e36-4d09-8450-d942dfc7e520,Dario Amodei,individual,commercial,2024-02-29,1,"Product Prompt engineering for business performance Feb 29, 2024 Executive summary Prompt engineering is an important tool for any business seeking to optimize Claude.",A
ec60510b-c311-4a7f-82ae-7f7febfcc4bc,062ec87d-3dd4-4964-9882-1cf521419dbd,Satya Nadella,individual,public,2026-04-29,1,"One is the hyperscalers that do well, because the fundamental thing is if you sort of go back to even how Sam and others describe it, if intelligence is log of compute, whoever can do lots of compute is a big winner.",A
592556b7-657c-4f85-a15b-ebcfa7e5a06d,87e35730-ca6e-4407-addb-d8e10e1b3ddd,UK DSIT,policymaker,public,2026-01-28,1,[political content removed] We will support people through the jobs transition.,A
fc65ac38-c2c7-4ca3-98f5-0ae58b1f1630,33cfc03a-8288-4f57-a0e5-0b1ae41deb11,White House OSTP,policymaker,policy,2024-11-13,1,We must keep fighting for free community college.,A
b2ad324d-c5fd-4e5e-bc57-191d6862153a,f54e131e-2964-4543-91ac-cf03a3dda95c,UK DSIT,policymaker,policy,2025-02-14,1,"Short-horizon tasks (e.g., fixing a problem on a Linux machine or making a web server) were those that would take less than 1 hour, whereas long-horizon tasks (e.g., building a web app or improving an agent framework) could take over four (up to 20) hours for a human to complete.",A
bcc7ddd6-c0fb-40a2-aea0-e8851e6b44d3,1dca29fc-b7a8-447f-91ea-74031705ae79,Dario Amodei,individual,public,2024-11-11,1,Lex Fridman (01:37:06) And so Anthropic is this kind of clean experiment built on a foundation of what concretely AI safety should look like?,A
fd32c8f3-9cd4-474f-8879-8f9683bf8584,0ad2136f-ecac-4713-b33c-a401a0e9bd8e,Microsoft,company,policy,2021-07-19,0,The DCI is a measure of the tone and tenor of online interactions as reported by consumers in all 22 geographies.,A
2cfcfb77-8cf3-4aae-a1d4-04e5327f26ec,e47d2397-c781-4df4-a495-ccd7d9af5d4d,Sam Altman,individual,public,2024-03-18,1,The world is richer now.,A
eff328af-c6c9-4958-a467-4d3183698f8a,f53f2242-712a-46b0-ab72-987d21230656,Dario Amodei,individual,commercial,2024-03-04,1,"Below is a comparison of the Claude 3 models to those of our peers on multiple benchmarks [1] of capability: Near-instant results The Claude 3 models can power live customer chats, auto-completions, and data extraction tasks where responses must be immediate and in real-time.",A
c630da03-209c-4213-92da-a374407a417f,f12f45a5-9e4a-4aa9-ae48-eaece12a9337,Satya Nadella,individual,policy,2025-11-12,1,"Instead, age assurance should be applied at the service level, target specific design features that pose heightened risks, and enable tailored experiences for children.",A
b48fe22a-3669-4b73-ac7c-42260430a44b,73a9624d-b46e-46c1-8937-92883c6c09a9,UK DSIT,policymaker,policy,2025-02-14,1,"Whether up-skilling in some domain or planning and executing an experiment, an LLM’s ability to package and tailor complex scientific knowledge to be maximally helpful to a user is likely to be extremely valuable.",A
36b31f6e-d9db-4251-9b96-33eadcc88737,47dbf960-6958-420c-a494-21b898a6cb50,EU Commission,policymaker,policy,2025-10-06,1,"T housands of events will take place across EU countries and beyond , including workshops, hackathons, unplugged coding sessions and classroom activities .",A
31d59975-90a5-42ee-b4bd-ca9dde9178ad,2beae2b7-17cb-49cc-8a50-cc464239814d,Microsoft,company,policy,2023-09-12,1,These are what deliver information and other AI outputs directly to users.,A
c459e3ff-6ad1-4c30-a899-f6c27090a3ab,0c5c45bc-dcb0-4c0e-969d-33544f9f2aba,Demis Hassabis,individual,public,unknown,0,"It requires 8â65x fewer samples to achieve estimates within $\pm1\%$ of the ground truth, while simultaneously revealing more diverse failure cases under a stricter evaluation budget.",A
0fe50e61-f854-4c2b-bf43-24662e92a528,12ea7ed6-1de9-46c1-91ba-f4e04472b33c,Jensen Huang,individual,commercial,2026-04-23,1,"NVIDIA engineers have had access to GPT-5.5 through the Codex app for a few weeks, and the gains are measurable.",A
1dd971ca-5076-410e-af6c-ed03b8c42c81,75a0d735-728a-4bbb-8e2d-e4a50256c80a,Microsoft,company,policy,2025-04-30,1,This senior executive will be dedicated to Microsoft’s security responsibilities in Europe.,A
69290695-415f-4574-956d-d6fea4d85e37,2f13ec13-5195-4d86-9a8e-9c637fe6c805,Microsoft,company,policy,2024-10-29,1,"These strategies must build upon existing disciplines like computer and data science, projecting how these fields will evolve into jobs and careers for AI engineers and AI systems designers, among others.",A
1a8a2b6c-e95a-4563-b4e8-01feaccd7699,88bab005-cb58-4da3-b839-95bda278b633,EU Commission,policymaker,public,2008-01-01,0,"Major events, such as the plenary sessions of the European Parliament and press conferences at the Commission are transmitted in all 22 languages on EBS and EBS+.",A
cd3bac80-1804-424b-8e45-5b76743f2a9a,808feb72-78f8-46b6-be2c-0784daa3ab61,White House OSTP,policymaker,policy,2024-11-29,1,"In 2022, HIV incidence among people ages 13 and older decreased 12% compared with 2018 in the U.S., driven by a 30% decrease among young people aged 13-24 years.",A
c1161595-da59-4eae-a0f0-a22ee4e95c2e,45dc10f5-1e78-4549-bb98-311678cfe691,White House OSTP,policymaker,policy,2022-10-04,0,Center for Democracy & Technology Report.,A
ac299983-1de0-455a-910a-6dd19f66f333,aed6fc16-28e8-437d-aeee-9b8e944152b6,EU Commission,policymaker,policy,2024-06-13,1,"Therefore, the placing on the market, the putting into service, or the use of AI systems intended to be used to detect the emotional state of individuals in situations related to the workplace and education should be prohibited.",A
45179657-166d-492e-835a-3b12ce9f06cc,e327cab5-4a41-4422-8ea3-9d93025cd951,Dario Amodei,individual,policy,2023-09-12,1,Let’s keep AI under the control of peo- ple.,A
f608f03e-62c5-4f5e-9d7d-52bcc363905d,7df50d14-052b-4ae8-bbd9-ae368523719b,Dario Amodei,individual,public,2026-04-29,1,It's not just like I asked the model for this one page of information.,A
056cf2a6-9915-404a-b3cd-8b2fac6cb055,e21af934-eeb9-416c-b188-3f36e10d3e6a,Microsoft,company,public,2026-04-10,1,"Paza: Speech recognition that works in more languages and accents For many people, talking into a smartphone is the easiest way to use it.",A
89ac3ad3-5b91-4a54-9b3c-cbe6a4059c68,c4d5277e-8f40-4a7f-983e-cd3ef0941791,Microsoft,company,policy,2025-04-23,1,"In response, governments around the world have passed new cybersecurity laws and regulations in recent years, hoping to better protect societies from malicious cyber activity.",A
c39221f4-bd27-4ca1-9442-f2589caf8010,06b0b2be-238d-42fd-8beb-da488a28054e,UK DSIT,policymaker,policy,2025-01-28,1,"The pilot project anticipates 30,000 chats over the six month pilot period.",A
3ae8903f-1fa7-4f97-9acd-8954949e8fc1,80aac38e-ca44-45e2-8a33-f97e1dab53a1,Microsoft,company,policy,2023-05-01,1,A valuable reminder for me from these and recent similar conversations is the importance of learning from others and sharing what we have learned.,A
701fca31-a5e3-409e-accc-67d005434dfc,97ae46fb-b249-4c2e-8383-83aa44a23a29,OpenAI,company,commercial,2024-08-14,1,We need standards for studying bias .,A
af81ac79-3e1e-4d82-9a42-53c1f0d9fcaa,b7ddb8f4-0f57-4094-8f9f-674f4f8dddd0,Satya Nadella,individual,policy,2023-08-24,1,Many are enthused or even excited.,A
101d2562-7b7b-4be4-bd5b-b5d1087bcde2,678b4d96-121f-4f2b-81f3-81d155154d4b,UK DSIT,policymaker,policy,2024-10-05,1,"This could unleash a raft of new medical tech products onto the global market, including more flexible medical scanners and an AI tool to help spot lung cancer sooner.",A
31e447a5-ea7c-4cb1-bbe2-79f458c93aff,134600f7-88a1-4041-ad67-b0b3a9726e4f,OpenAI,company,policy,2025-02-19,1,"This appointment further complements the Board’s depth across technical, AI safety, cybersecurity, regulatory, economic, nonprofit and governance domains, strengthening its ability to oversee the company's progress toward AGI.",A
c301339e-4a2a-4bcb-9482-ec8f498c4d5d,5875b41a-24af-46dd-b7d3-7b7df639db18,Satya Nadella,individual,policy,2022-03-15,0,"Two months later, we would like to highlight some of the significant actions taken on a number of these priorities, and how legislators’ actions represent an innovative, future-oriented perspective.",A
5e6ead0f-70e1-42e6-95ee-662f2bff1298,241b7b27-7bd1-48e2-a222-1c26f31f4c02,UK DSIT,policymaker,public,2026-04-28,1,I think doing so would be a double betrayal.,A
5da50b8a-d4c8-40f1-b353-74aacc5286fb,13e4947e-1345-40e4-b3bc-51825f686f79,Mark Zuckerberg,individual,public,2026-04-29,1,"Their community generally wants to engage them, but they don't know that they're limited by the hours in the day.",A
7e3c3c09-d230-4ab4-8729-74c64725b977,60ad64a4-11a7-4733-85e9-01645bd52668,Microsoft,company,policy,2023-03-15,1,"Microsoft is proud to have supported Ukraine’s digital defense since the start of the Russian invasion and the company’s entire threat intelligence community remains committed to detecting, assessing and protecting against Russian cyberattacks and online provocations as the conflict enters its second year.",A
bb949b65-6fe3-4ab7-8feb-dd2c91caa839,a24d29a0-c65a-4b81-8286-0bd1e5f0f05e,Dario Amodei,individual,commercial,2025-01-06,1,We put a lot of effort into the descriptions and specs for these tools across a wide variety of agentic tasks.,A
280b483e-b5cb-4a33-a6bd-4a9409d067ab,ab2ab178-5a2d-46ff-a7ef-26d707676f30,Anthropic,company,commercial,unknown,0,"Practically speaking, we’ve observed it maintaining focus for more than 30 hours on complex, multi-step tasks.",A
4b7ce05d-5182-4ba8-83c8-9645223c9b01,a73a1947-1a6f-4655-ae00-04fa823ba21c,Dario Amodei,individual,commercial,2022-12-19,1,We generate 154 datasets and discover new cases of inverse scaling where LMs get worse with size.,A
39c456d7-24b8-453e-a2ae-75ffcef69af1,1dca29fc-b7a8-447f-91ea-74031705ae79,Dario Amodei,individual,public,2024-11-11,1,I would guess the answer has got to be domain-dependent.,A
e5c5ba7c-26ee-4382-bda3-a9f6449317e4,f6a66f16-f438-4472-8c09-b11b8c3deb4d,UK DSIT,policymaker,policy,2019-08-19,0,18 October 2017 Updated latest competitions.,A
b204cce1-c8ac-45c2-90dd-bf62df2e87ea,e7b873bd-05b5-4a4f-a4c2-09293e026706,Jensen Huang,individual,public,2026-04-29,1,Dwarkesh Patel How far down the supply chain do you go?,A
3b8e8446-18a9-44c8-9756-c26d23528811,8fe3c69e-0107-4069-b9b6-7cb37553759c,White House OSTP,policymaker,policy,2026-04-21,1,"Erica Schwartz, of Florida, to be Director of the Centers for Disease Control and Prevention.",A
7048d9ee-361d-410a-b31a-30c21f8c5226,9862382d-6388-45c2-b253-850f6c6884ee,Mark Zuckerberg,individual,public,2023-09-28,1,"And there’s a lot of interesting questions around that, and obviously, it’s not just in the metaverse.",A
c6942bce-3280-4e13-a327-135616098a77,1dca29fc-b7a8-447f-91ea-74031705ae79,Dario Amodei,individual,public,2024-11-11,1,"And so I think if you want the deepest reason why we want to have interpretable monosomatic features, I think that’s really the deep reason.",A
4ddbd33a-f017-4c2a-b386-ca33c49e5bf9,9ab68db5-f23d-4dcb-bdf0-f41dde1a54be,Demis Hassabis,individual,public,2025-07-23,1,"Effectively, and it can generate all of this immense complexity emerges obviously running over 4 billion years of time.",A
2ce6fe4e-67f0-4a8e-9788-f6bab8772c89,e0d792ed-0a32-4d1f-a594-bf1c6d9f94f3,Satya Nadella,individual,commercial,2012-01-23,0,All of Microsoft’s legal filings and evidence in this case can be found at http://www.noticeofpleadings.com .,A
9947b7ae-bbb5-4f76-abd5-a568bb4d75d9,af474466-6d56-4102-af9a-ad9d740cce3f,UK DSIT,policymaker,policy,unknown,0,"At the same time, more tools are being built by AI itself, which could speed this up even further as agents help create the capabilities they later use.",A
96b156e4-ef80-426b-9ac1-b590bcb2f37b,8e8501e8-41a3-43c7-8a4e-429447420ebb,Dario Amodei,individual,commercial,2024-06-06,1,"We then use a language model to construct questions tailored to eliciting that behavior and aggregate them into a set of test questions, allowing us to evaluate a model for a particular behavior at scale .",A
fcb5ec3c-ea63-4171-a10a-526cf0211279,062ec87d-3dd4-4964-9882-1cf521419dbd,Satya Nadella,individual,public,2026-04-29,1,Dwarkesh Patel Amazing.,A
b6e3936e-e0e8-4c79-8f84-9cc7ad17bfe5,3b0402cb-a1c8-4c42-aa96-b14d535e3e0a,Microsoft,company,policy,2023-10-06,1,"These questions call not only for broad and thoughtful conversation, but decisive and effective action.",A
1e11b158-7c86-448c-a533-80b207e1bbf0,123f3075-8c08-463e-b790-e8c2bf126d34,Sam Altman,individual,commercial,2015-04-28,0,Get rid of distractions in your life.,A
aa6c6392-59e7-4d84-99b9-f9b6829cbdbe,aa4be3fc-d6a4-4bfb-9607-78f605f5306a,Google DeepMind,company,commercial,2022-07-04,0,"When we studied the votes of these new players, we found that the policy designed by deep RL was more popular than the baselines.",A
13b694bc-d606-4cac-83e2-c9761d226b60,3baf92a4-388b-4f67-9bae-7c41f80300d3,Anthropic,company,commercial,unknown,0,"Based on our internal research-agent benchmark, Claude Opus 4.7 has the strongest efficiency baseline we’ve seen for multi-step work.",A
37c457c8-d3c1-4783-a643-8e409b5774af,2b71f222-0cbd-4762-8c3c-605c26c4f684,OpenAI,company,policy,2024-11-22,1,"Example of red teaming outputs Red teaming probes an AI model or system to identify potential issues, examples of those issues, or attacks to elicit those issues.",A
cf6495bc-2479-4e5d-9bba-eb142c9275fa,13e4947e-1345-40e4-b3bc-51825f686f79,Mark Zuckerberg,individual,public,2026-04-29,1,We're going to make it a lot more prominent across our apps.,A
8602b61d-3205-4750-9708-dbc222e429c8,e75507b0-db4f-4352-bb28-b70799e5373c,UK DSIT,policymaker,public,2023-06-14,1,"A government that will proudly champion our world-leading science and tech sectors to drive investment, to level up communities throughout our United Kingdom.",A
8fc11f0c-b660-4b02-a233-cb2f9a6fed81,7b47e178-d8e1-4590-a171-3fd4f0cf395d,White House OSTP,policymaker,policy,2022-01-25,0,"For more information on ARPA-H and related planning activities, please click here .",A
fcbc0687-db08-49d7-9c48-27601e0e17f7,2b3331ee-d512-49c3-942e-542239f602d7,Anthropic,company,commercial,unknown,0,"This aligns with a simple adoption curve story: early adopters in less developed countries tend to be technical users with specific, high-value applications or use Claude for education, whereas mature markets see usage diversify toward casual and personal purposes.",A
09ca7d98-f1f4-4c01-b266-96481ea617a5,17d1fc84-260d-4f0a-842f-77448f3654b5,Jensen Huang,individual,commercial,2026-04-23,1,"Every new generation of BlueField will support DOCA, which preserves the development investment as each DPU generation evolves.",A
d0ab7e96-3fe6-4c9d-8f16-a6ae7c316d24,7df50d14-052b-4ae8-bbd9-ae368523719b,Dario Amodei,individual,public,2026-04-29,1,I watched the same being true with robotics.,A
b789e4c3-aa7f-4ee7-89f2-a835a02b47bf,1dca29fc-b7a8-447f-91ea-74031705ae79,Dario Amodei,individual,public,2024-11-11,1,"Maybe a AI that’s a zillion times smarter can only predict it out a year or something, instead of … You have these exponential increase in computer intelligence for linear increase in ability to predict.",A
5b34076b-0b13-46ed-ad34-40b75a18a4e2,f8ab122e-9cf2-451a-9671-2319c2afc839,Google DeepMind,company,commercial,2018-04-26,0,We show that active data collection by maximizing uncertainty over future sensor readings leads to models that show superior performance when used for control.,A
431cc9dd-12d2-4984-9573-104824fd08b0,4b3362e8-ca19-4cc7-ac93-73d481ad17f4,Nvidia,company,commercial,2026-01-30,1,"However, current deep learning frameworks lack support for collective communication across heterogeneous GPUs, leading to inefficiency and higher costs.",A
e74ac7d3-514c-4315-a2ac-f7642f6d408a,e7b873bd-05b5-4a4f-a4c2-09293e026706,Jensen Huang,individual,public,2026-04-29,1,"Some of it is explicit, these commitments that you mentioned.",A
b60f7eac-7cd1-48e4-b8a6-dd33faa45d9e,08868357-a4e8-4656-891b-12e9d808f3bd,UK DSIT,policymaker,policy,unknown,0,BPJ represents a major improvement over randomly generating prefixes (Best-of-N) and Curriculum-only approaches.,A
1a46b914-71d5-4422-8b79-df9685b565fb,5f81e13d-b77d-4099-8169-36a611d3e7fc,Anthropic,company,commercial,unknown,0,These behaviors primarily arose in cases where users persisted with harmful requests and/or abuse despite Claude repeatedly refusing to comply and attempting to productively redirect the interactions.,A
36085df7-d4c9-4773-ab77-322c62ce4ebb,e0401f95-c9e1-4597-a58d-72415efe3da2,Dario Amodei,individual,public,2024-10-01,1,Reductions of 95% or more in both mortality and incidence seem possible.,A
9eb617b7-c48a-4907-b3f9-a7da6de4213b,aed6fc16-28e8-437d-aeee-9b8e944152b6,EU Commission,policymaker,policy,2024-06-13,1,"The procedure for such AI systems presenting a risk should be applied to high-risk AI systems presenting a risk, prohibited systems which have been placed on the market, put into service or used in violation of the prohibited practices laid down in this Regulation and AI systems which have been made available in violation of the transparency requirements laid down in this Regulation and present a risk.",A
dde524ce-9d79-4d4d-a6de-f00982878bd0,9f232633-4a89-4cfc-bb05-ebaa283d564d,EU Commission,policymaker,public,unknown,0,They are made immediately available to media professionals world-wide.,A
400ab5ae-e776-4120-a2c9-490d7cb67511,e2508b17-be9a-4bf4-89e3-475793323b05,OpenAI,company,commercial,2025-04-16,1,a blue and white giraffe\n15.,A
ca2fa8c5-a637-47f4-aebd-902111602dca,9f013d89-713d-4bd7-ad0a-a4003de3a217,Jensen Huang,individual,public,2026-03-23,1,"And so I’ve given you two examples where one is, you know, one is elegant, the other one’s barely aesthetic, and so yet x86 survived and the reason for- Lex Fridman (00:12:58) Install base is everything.",A
9feaacd4-ec81-4cfe-933f-fcebd9d2ee87,2f5863ff-60c3-4d5c-838d-810f20d4a2b7,Jensen Huang,individual,public,unknown,0,"“Together, we believe we can accelerate deployment of AI infrastructure and expand access to compute for AI-native and enterprise customers globally.” About IREN IREN is a vertically integrated AI Cloud provider, delivering large-scale data centers and GPU clusters for AI training and inference.",A
8a6652b9-a0b8-4bb8-a5c9-c672b57f65f2,e327cab5-4a41-4422-8ea3-9d93025cd951,Dario Amodei,individual,policy,2023-09-12,1,That’s exactly what worries me.,A
21f0ce89-81ea-4e3d-ae8e-446269c85b5b,27bda108-4e5d-4e4c-a9e6-a8dd0314321d,Demis Hassabis,individual,public,2026-04-29,1,I think there’s lots of exciting directions and also impact in the world through products too.,A
a7772d4d-e402-4839-bd28-88356e6a2a4a,8c4e863b-c042-4c67-aea6-21713744cf05,Satya Nadella,individual,public,unknown,0,"GitHub Copilot can now draft features, suggest fixes, run tests, and iterate on code within the developer workflow.",A
5d828533-9fd5-47dc-ac09-3c3807428e1b,38c3d2cc-3cd4-4bf9-aaa7-693f58ff0cb6,UK DSIT,policymaker,policy,2026-04-01,1,"The project produced working prototypes, testing results and practical guidance on deploying intelligent network applications in open, multi-vendor mobile networks.",A
f71c0ce0-7a50-405f-a4a3-5a3bb9bc9c08,b9d8aab4-b78f-41e0-8b27-dfa50aa25d82,OpenAI,company,commercial,2025-04-23,1,"A candid paparazzi-style photo of Karl Marx hurriedly walking through the parking lot of the Mall of America, glancing over his shoulder with a startled expression as he tries to avoid being photographed.",A
9de59077-84fe-4c04-a143-2cbb96344a91,3240d126-2256-4e9f-97a1-7425009c577b,Google DeepMind,company,commercial,2022-02-16,0,"However, the plasmas in these machines are inherently unstable, making sustaining the process required for nuclear fusion a complex challenge.",A
f5945cb8-fb4b-4c91-9700-0e87e46a7ff9,0804cc20-fca1-4cf5-8b5e-42fb3f6cda27,OpenAI,company,commercial,2025-04-06,1,""",""file"":{""url"":""//images.ctfassets.net/kftzwdyauwt9/1Vuetnwjd0UDbZJqkhh42F/a33bbb1dea467cd4108789ff99ce6f71/dive.png"",""details"":{""size"":1614794,""image"":{""width"":1024,""height"":1024}},""fileName"":""dive.png"",""contentType"":""image/png""}},{""title"":""boba"",""description"":""Generate a photorealistic image of farmer's market in toronto on a saturday in summer 2006, it's a beautiful late june day, people are shopping and eating sandwiches.",A
